id	date	score	known	title	first_author	n_authors	comment	jref	cats
2511.17585	2025-11-16	0		PaSE: Prototype-aligned Calibration and Shapley-based Equilibrium for Multimodal Sentiment Analysis	Kang He	6	Accepted by AAAI 2026		cs.LG,cs.AI,cs.CV
2511.14278	2025-11-18	0		Gradient Flows of Potential Energies in the Geometry of Sinkhorn Divergences	Mathis Hardion	2			math.AP,math.MG,math.OC
2511.16458	2025-11-20	0		A convex approach for Markov chain estimation from aggregate data via inverse optimal transport	Michele Mascherpa	4	8 pages, 3 Figures. Submitted to European Control Conference 2026 (ECC26)		math.OC,eess.SY
2512.05282	2025-12-04	0		Entropic selection for optimal transport on the line with distance cost	Armand Ley	1			math.OC
2512.11858	2025-12-05	0		Adaptive Path Integral Diffusion: AdaPID	Michael Chertkov	2	51 pages, 17 figures		cs.LG,cond-mat.stat-mech,cs.AI
2512.17051	2025-12-18	0		SFBD-OMNI: Bridge models for lossy measurement restoration with limited clean samples	Haoye Lu	3			cs.LG
2512.16544	2025-12-18	0		Multi-Dimensional Martingales from Mutual Information	Michael M. Kay	1			math.PR
2601.12092	2026-01-17	0		An unexpected theoretical structure that could explain quantum-mechanics postulates like the Born rule and the wave-function reduction	Léon Brenig	2	24 pages, 0 figures		quant-ph
2601.15380	2026-01-21	0		You Need Better Attention Priors	Elon Litman	2	Accepted to ICML 2026. 25 pages, 5 figures. Updates include 1.23B scaling experiments and extended ablations	Proceedings of the 43rd International Conference on Machine Learning (ICML 2026)	cs.LG,cs.CL,stat.ML
2602.02560	2026-01-30	0		Auditing Sybil: Explaining Deep Lung Cancer Risk Prediction Through Generative Interventional Attributions	Bartlomiej Sobieski	9	ICML 2026		cs.LG,cs.AI,cs.CV
2602.06606	2026-02-06	0		Multiple timescales in collective motion: daily and intraday upstream fish migration focusing on Feller condition	Hidekazu Yoshioka	1	Updated on May 6 2026		q-bio.PE,math.DS
2602.21820	2026-02-25	0		Joint Shadow Generation and Relighting via Light-Geometry Interaction Maps	Shan Wang	7	ICLR 2026		cs.CV
2602.22785	2026-02-26	0		SceneTransporter: Optimal Transport-Guided Compositional Latent Diffusion for Single-Image Structured 3D Scene Generation	Ling Wang	12	published at iclr 2026		cs.CV
2603.03831	2026-03-04	0		Universal Pansharpening Model	Hebaixu Wang	7			cs.CV
2603.08347	2026-03-09	0		Local-Global Prompt Learning via Sparse Optimal Transport	Deniz Kizaroğlu	4	9 pages, 3 figures, 4 tables. Code available at GitHub		cs.CV
2603.10187	2026-03-10	0		Cosmological simulation of a radio synchrotron bridge between pre-merging galaxy clusters	Kosuke Nishiwaki	4	21 pages, 15 figures, accepted for publication in A&A	A&A 709, A191 (2026)	astro-ph.CO
2603.12366	2026-03-12	0		Sinkhorn-Drifting Generative Models	Ping He	5			cs.LG
2603.15548	2026-03-16	0		On Rational Inattention with Arbitrary Choice Sets	Chris Engh	1			econ.TH
2603.18907	2026-03-19	0		Neural Galerkin Normalizing Flow for Transition Probability Density Functions of Diffusion Models	Riccardo Saporiti	2	13 pages, 5 figures		cs.LG,math.NA
2604.04924	2026-04-06	0		Your Pre-trained Diffusion Model Secretly Knows Restoration	Sudarshan Rajagopalan	2	Project page: https://sudraj2002.github.io/yptpage/		cs.CV,cs.AI
2604.07383	2026-04-08	0		SCOT: Multi-Source Cross-City Transfer with Optimal-Transport Soft-Correspondence Objective	Yuyao Wang	6	34 pages, 19 figures, 23 tables		cs.LG
2604.21391	2026-04-23	0		From Noise to Intent: Anchoring Generative VLA Policies with Residual Bridges	Yiming Zhong	8	Accepted to ICML 2026		cs.RO,cs.AI
2605.08123	2026-04-28	0		Block-Wise Differentiable Sinkhorn Attention: Tail-Refinement Gradients with a Gap-Aware Dustbin Bridge	Dylan Forde	1			cs.LG,cs.CL
2604.27603	2026-04-30	0		Martingale Posteriors for Discretely Observed Diffusions	Jingning Yao	3			stat.CO
2605.01568	2026-05-02	0		Unifying Deep Stochastic Processes for Image Enhancement	Wojciech Kozłowski	5	27 pages, in proceesings of the 43rd International Conference on Machine Learning, Seoul, South Korea		cs.CV
2605.02961	2026-05-03	0		Analytic Bridge Diffusions for Controlled Path Generation	Michael Chertkov	1	62 pages, 13 figures		cs.LG,cond-mat.stat-mech,cs.AI
2605.08485	2026-05-08	0		Sinkhorn Treatment Effects: A Causal Optimal Transport Measure	Medha Agarwal	2	55 pages, 6 figures		stat.ML,cs.LG,math.ST
2605.09301	2026-05-10	0		Neural Cluster First, Route Second: One-Shot Capacitated Vehicle Routing via Differentiable Optimal Transport	Samuel J. K. Chin	2	30 pages, 9 figures		cs.LG,cs.AI
2605.14631	2026-05-14	0		Action-Inspired Generative Models	Eshwar R. A.	2	11 pages, 5 figures, and 4 tables		cs.LG,cs.AI,cs.CV
2605.14368	2026-05-14	0		Where Should Diffusion Enter a Language Model? Geometry-Guided Hidden-State Replacement	Injin Kong	3			cs.CL,cs.AI
2605.25577	2026-05-25	0		Geometric Flow Matching for Molecular Conformation Generation via Manifold Decomposition	Yunqing Liu	3			cs.LG,cs.AI
2605.28111	2026-05-27	0		Chreode: A Cell World Model for One-Step Temporal Dynamics and Perturbation Prediction	Mufan Qiu	7	25 pages, 3 figures, 14 tables. Submitted to NeurIPS 2026		cs.LG
2605.27883	2026-05-27	0		Stability of Quadratically Regularized Optimal Transport	Alberto González-Sanz	2			math.OC,math.AP,math.FA
2606.04324	2026-06-03	0		Neural Galerkin Normalizing Flows for Bayesian Inference of Diffusions with Inaccessible Boundaries	Riccardo Saporiti	2	27 pages, 12 figures		cs.LG,stat.ML
2606.06640	2026-06-04	0		SEMIKHORN: Globally balanced affinities for mmWave Localization in MU mMIMO systems	Abhisha Garg	4			eess.SP
2606.14157	2026-06-12	0		Learning Urban Access Costs from Origin-Destination Flows via Inverse Optimal Transport	Paula Joy B. Martinez	1	Oral Presentation. 2026 International Conference on Urban AI		cs.LG,cs.AI
2606.17408	2026-06-16	0		Where Should Action Generation Begin? A Learnable Source Prior for Generative Robot Policies	Meipo Dai	7			cs.RO,cs.CV,cs.LG
2606.24470	2026-06-23	0		The Latent Bridge: A Continuous Slow-Fast Channel for Real-Time Game Agents	Bojie Li	2			cs.AI
2606.25947	2026-06-24	0		Finite-sample bounds for regularized optimal transport	Alberto González-Sanz	3			math.ST
2606.27582	2026-06-25	0		Beyond Points: Spherical Distributional Part Prototypes for Interpretable Classification	Duarte Leão	4			cs.CV
2607.00655	2026-07-01	0		The Schrödinger problem on metric graphs	Juliane Krautz	2			math.AP
2607.06335	2026-07-07	0		Bridging Diffusion Pruning and Step Distillation with Teacher-Aligned Repair	Jincheng Ying	4			cs.CV
2607.19137	2026-07-21	0		MIRAGE: Multi-scale Lesion-Informed Representation with Auxiliary Guidance for MRI Contrast Enhancement	Andrea Borghesi	4	9 pages, 2 figures, 3 tables		eess.IV,cs.AI,cs.LG
2607.18787	2026-07-21	0		Image Editing Models are Numerical Solvers	Ulysse Mizrahi	1			cs.CV
2607.22892	2026-07-24	0		Mirror Langevin diffusions: Convergence rates and Markov chain approximations	Benjamin Capdeville	3	37 pages		math.PR,stat.ML
2607.24741	2026-07-27	0		ForgettingOT: Certified Speculative Batching from Sinkhorn's Projective Forgetting	Xinyang Wen	1	18 pages, 5 figures, 9 tables. Major revision: adds a variation-dependent nonlinear Perron-Frobenius work and communication analysis, expanded 8-A100 single-node experiments, and compatibility analysis with modern Sinkhorn accelerators		cs.DC,cs.LG
2607.24876	2026-07-27	0		Low-Latency Generative Semantic Communication via Channel-Realization Flow Matching	Fan Gao	4	Accpeted by Globecom 2026. 6 pages, 7 figures		cs.IT,eess.IV
2607.29109	2026-07-31	0		Newton Method for Fixed-Support Doubly Entropic Wasserstein Barycenter	Jianting Pan	6			math.OC
2608.04234	2026-08-04	0		Multimodal Alignment Through Joint Kernel Entropic Gromov--Wasserstein Optimal Transport	Yixuan Florence Wu	3			math.ST,cs.LG,stat.ML
2608.13418	2026-08-13	0		Wasserstein Filtering: A Sample Selection Method for Robust Distribution Learning	Yikai Xu	3	48 pages, 3 figures, and 11 tables		stat.ML,cs.LG
2608.15215	2026-08-15	0		The Distributional View of Knowledge Distillation	Gordei Verbii	2	11 pages, 4 figures		stat.ML,cs.LG
2608.18063	2026-08-18	0		EDITBRIDGE: Towards Faithful and Efficient Ultra-High-Resolution Image Editing	Jiayi Song	8			cs.CV
2608.29152	2026-08-29	0		Uniform Statistical Convergence of Empirical Sinkhorn Potentials with Exponential and Polynomial Dependence on the Regularization Parameter	Denis Belomestny	1			stat.ML,cs.LG,math.OC
2609.01278	2026-09-01	0		An exact and fast solution of the inverse Regularized Optimal Transport problem	Dario Mazzilli	4			cond-mat.stat-mech
