key	title	authors	venue	year	section	paper_url	code_url	note	source
2505.11197	Modeling Cell Dynamics and Interactions with Unbalanced Mean Field Schrödinger Bridge (CytoBridge)	Zhenyi Zhang, Zihan Wang, Yuhao Sun, Tiejun Li, Peijie Zhou	NeurIPS 2025	2025	2.3	https://arxiv.org/abs/2505.11197	https://github.com/zhenyiizhang/CytoBridge-NeurIPS	UMFSB / CytoBridge：把平均场 SB 推广到非归一化分布，用四个网络（转移速度 v、增长率 g、log 密度 score s、相互作用势 Φ）显式建模细胞转移、增殖与相互作用，能量 + 重建 + Fokker–Planck 约束联合训练；在合成 GRN 与真实 scRNA-seq 上消除虚假转移。	survey2026
2510.01894	Multi-marginal temporal Schrödinger Bridge Matching from unpaired data	Thomas Gravier, Thomas Boyer, Auguste Genovesio	ICML 2026	2026	2.3	https://arxiv.org/abs/2510.01894	https://github.com/tgravier/MMDSBM-pytorch	MMtSBM：把 IMF 以因子化方式推到多边缘、直接从 unpaired 快照学时间演化，保留 DSBM 的理论保证；与 3MSBM / MSBM 构成多边缘三路并行。	arxiv_scan_2026-09
2602.15396	Efficient Generative Modeling beyond Memoryless Diffusion via Adjoint Schrödinger Bridge Matching	Jeongwoo Shin, Jinhwan Sul, Joonseok Lee, Jaewong Choi, Jaemoo Choi	arXiv 2026	2026	2.1	https://arxiv.org/abs/2602.15396		Adjoint SBM（注意与 2024 年对抗式 ASBM 同名）：两阶段——先以 data-to-energy 采样视角学 SB 前向耦合（把数据运到能量定义的先验），再用简单匹配损失学反向生成；脱离 memoryless 前向过程后轨迹更直、高维更稳。	arxiv_scan_2026-09
2607.16987	Twisted Schrödinger Bridge Matching	Maxence Noble, Marie Scheid, Yazid Janati, Eric Moulines, Alain Durmus	arXiv 2026	2026	2.3	https://arxiv.org/abs/2607.16987		Twisted SBM：参考过程换成带时变势的 twisted 布朗运动（Feynman–Kac 变换），在 IMF/DSBM 框架内求广义 SB；DSBM 是零势特例。	arxiv_scan_2026-09
2608.25838	Hard-Constrained Sampling on Embedded Riemannian Manifolds via Adjoint Schrödinger Bridges	Mattia Mosso, Jaemoo Choi, Heng Yang	arXiv 2026	2026	3.1	https://arxiv.org/abs/2608.25838		在嵌入的紧致黎曼流形上做 adjoint SB 采样：受控扩散在流形上内蕴定义、可行性在状态空间层面强制，面向流形支撑的 Boltzmann 分布（物理应用验证）。	arxiv_scan_2026-09
2511.07406	Entangled Schrödinger Bridge Matching	Sophia Tang, Yinuo Zhang, Pranam Chatterjee	arXiv 2025	2025	2.3	https://arxiv.org/abs/2511.07406		EntangledSBM：学习相互作用多粒子系统的一阶与二阶随机动力学，每个粒子路径的方向与幅度依赖其他粒子路径；面向 MD 与异质细胞群。	arxiv_scan_2026-09
2511.13124	Departures: Distributional Transport for Single-Cell Perturbation Prediction with Neural Schrödinger Bridges	Changxi Chi, Yufei Huang, Jun Xia, Jiangbin Zheng, Yunfan Liu et al.	arXiv 2025	2025	4.3	https://arxiv.org/abs/2511.13124		Departures：用神经 SB 直接对齐对照组与扰动组单细胞分布（unpaired，测序不可重复观测同一细胞），显式条件化扰动做预测；AAAI 2026 版本见 reports/deep_research_learning_resources.md。	arxiv_scan_2026-09
2509.08628	LADB: Latent Aligned Diffusion Bridges for Semi-Supervised Domain Translation	Xuqin Wang, Tao Wu, Yanfeng Zhang, Lu Liu, Dong Wang et al.	arXiv 2025	2025	2.4	https://arxiv.org/abs/2509.08628		LADB：半监督的 latent 对齐 diffusion bridge——在共享 latent 空间把预训练源域扩散模型与部分配对训练的目标域模型接起来，兼顾 unpaired 的灵活与 paired 的可控。	arxiv_scan_2026-09
2510.12453	Time-Correlated Video Bridge Matching	Viacheslav Vasilev, Arseny Ivanov, Nikita Gushchin, Maria Kovaleva, Alexander Korotin	arXiv 2025	2025	4.2	https://arxiv.org/abs/2510.12453		TCVBM：把 bridge matching 推到时间相关的视频序列，在桥内显式建模序列间依赖，把时序相关性直接纳入采样。	arxiv_scan_2026-09
2511.01795	Fractional Diffusion Bridge Models	Gabriel Nobis, Maximilian Springenberg, Arina Belova, Rembert Daems, Christoph Knochenhauer et al.	NeurIPS 2025	2025	2.1	https://arxiv.org/abs/2511.01795		FDBM：以分数布朗运动的 Markov 近似（MA-fBM）驱动 diffusion bridge，保留长程记忆/粗糙性等非 Markov 特性；证明保耦合桥存在，并推广到 SB 给出 unpaired 翻译的损失。	arxiv_scan_2026-09
2511.07786	A Closed-Form Framework for Schrödinger Bridges Between Arbitrary Densities	Hanwen Huang	arXiv 2025	2025	2.4	https://arxiv.org/abs/2511.07786		任意密度间 SB 的统一闭式框架：Schrödinger–Föllmer 过程与高斯 SB 都是特例，绕开迭代随机模拟。	arxiv_scan_2026-09
2511.12075	Treatment Stitching with Schrödinger Bridge for Enhancing Offline Reinforcement Learning in Adaptive Treatment Strategies	Dong-Hee Shin, Deok-Joong Lee, Young-Han Son, Tae-Eui Kam	AAAI 2026	2026	4.4	https://arxiv.org/abs/2511.12075		TreatStitch：用 SB 在相似中间患者状态间「缝合」既有治疗轨迹片段做离线 RL 数据增广（自适应治疗策略场景）。	arxiv_scan_2026-09
2602.18355	Rethinking Flow and Diffusion Bridge Models for Speech Enhancement	Dahan Wang, Jun Gao, Tong Lei, Yuxiang Hu, Changbao Zhu et al.	AAAI 2026	2026	4.2	https://arxiv.org/abs/2602.18355		把语音增强里的 flow / diffusion bridge 统一为成对数据间不同均值方差的高斯概率路径，指出数据预测损失下每一步采样在理论上等价于一次预测式增强，并据此给出改进的 bridge。	arxiv_scan_2026-09
2603.00530	Bridge Matching Sampler: Scalable Sampling via Generalized Fixed-Point Diffusion Matching	Denis Blessing, Lorenz Richter, Julius Berner, Egor Malitskiy, Gerhard Neumann	arXiv 2026	2026	3.3	https://arxiv.org/abs/2603.00530		Bridge Matching Sampler（BMS）：把近期各类最小二乘「匹配」式采样器统一为源于 Nelson 关系的不动点迭代，单一稳定目标学任意先验→目标的随机传输；阻尼变体缓解模式塌缩。	arxiv_scan_2026-09
2605.11983	QDSB: Quantized Diffusion Schrödinger Bridges	Tobias Fuchs, Florian Kalinke, Nadja Klein	arXiv 2026	2026	2.4	https://arxiv.org/abs/2605.11983		QDSB：simulation-free SB 需要 minibatch 熵 OT 耦合、代价高且扭曲全局几何——量化后在码本上求全局耦合，替代逐 minibatch 求解。	arxiv_scan_2026-09
2606.11286	FreeBridge: Variational Schrödinger Bridges for Cellular Transition Dynamics	Xurui Wang, Qin Ren, Jun Ma, Haibin Ling, Chenyu You	MICCAI 2026	2026	4.3	https://arxiv.org/abs/2606.11286		FreeBridge：高内涵成像下细胞被固定、只能看到两端边缘；以实例分割的单细胞表示为原子状态构成固定细胞流形，在其上学 SB 以避免中间态穿越无支撑区域。	arxiv_scan_2026-09
2509.24531	Diffusion Bridge or Flow Matching? A Unifying Framework and Comparative Analysis	Kaizhen Zhu, Mokai Pan, Zhechuan Yu, Jingya Wang, Jingyi Yu, Ye Shi	arXiv 2025	2025	2.6	https://arxiv.org/abs/2509.24531		Diffusion Bridge 还是 Flow Matching？用 SOC 视角统一两者并证明 diffusion bridge 的代价函数更低、轨迹更稳；从 OT 视角指出 FM 的 t/(1−t) 插值系数在小数据下失效。	arxiv_scan_2026-09
2510.11829	Schrödinger bridge for generative AI: Soft-constrained formulation and convergence analysis	Jin Ma, Ying Tan, Renyuan Xu	arXiv 2025	2025	2.1	https://arxiv.org/abs/2510.11829		软约束 SB（SCSBP）：把硬终端约束换成一般罚函数，得到 McKean–Vlasov 型控制问题；证明各罚强度下解存在并给出收敛分析——与 UniDB 的可调终端罚同一思路的理论版。	arxiv_scan_2026-09
2510.16834	Schrödinger Bridge Mamba for One-Step Speech Enhancement	Jing Yang, Sirui Wang, Chao Wu, Lei Guo, Fan Fan	Interspeech 2026	2026	4.2	https://arxiv.org/abs/2510.16834		SB Mamba：SB 训练范式 + Mamba 骨干，联合去噪去混响一步推理即超过生成式与判别式基线，且实时因子满足流式。	arxiv_scan_2026-09
2512.00022	XFlowMP: Task-Conditioned Motion Fields for Generative Robot Planning with Schrodinger Bridges	Khang Nguyen, Minh Nhat Vu	arXiv 2025	2025	4.4	https://arxiv.org/abs/2512.00022		XFlowMP：任务条件的生成式运动规划——用 SB 作为带 score 的条件流匹配学高阶动力学运动场，编码起止构型生成无碰撞、动力学可行的轨迹。	arxiv_scan_2026-09
2511.05609	Walking the Schrödinger Bridge: A Direct Trajectory for Text-to-3D Generation	Ziying Li, Xuequan Lu, Xinkui Zhao, Guanjie Cheng, Shuiguang Deng, Jianwei Yin	NeurIPS 2025	2025	4.2	https://arxiv.org/abs/2511.05609	https://github.com/emmaleee789/TraCe	Walking the SB（TraCe）：证明 SDS 是 SB 反向过程在一端为高斯噪声时的退化特例，改为在当前渲染分布与目标分布间学直接传输轨迹，小 CFG 下缓解 text-to-3D 的过饱和/过平滑。	arxiv_scan_2026-09
2511.06856	Contact Wasserstein Geodesics for Non-Conservative Schrödinger Bridges	Andrea Testa, Søren Hauberg, Tamim Asfour, Leonel Rozo	ICLR 2026	2026	2.3	https://arxiv.org/abs/2511.06856		NCGSB / 接触 Wasserstein 测地线：用接触哈密顿力学放开能量守恒假设，允许能量随时间变化的广义 SB；参数化 Wasserstein 流形后化为有限维测地线计算，ResNet 实现、免迭代。	arxiv_scan_2026-09
2512.05070	Control Consistency Losses for Diffusion Bridges	Samuel Howard, Nikolas Nüsken, Jakiw Pidstrigach	arXiv 2025	2025	2.2	https://arxiv.org/abs/2512.05070		控制一致性损失：基于最优控制的自洽性质在线迭代学习给定首末状态的条件扩散（diffusion bridge），无需对模拟轨迹求导，对稀有事件尤其有效。	arxiv_scan_2026-09
2602.04675	Generalized Schrödinger Bridge on Graphs	Panagiotis Theodoropoulos, Juno Nam, Evangelos Theodorou, Jaemoo Choi	arXiv 2026	2026	2.5	https://arxiv.org/abs/2602.04675		GSBoG：图上的广义 SB——在状态代价增广动力学下学可执行的受控 CTMC 轨迹级策略，避免稠密全局求解器，随图规模与时域可扩展。	arxiv_scan_2026-09
2602.12829	FLAC: Maximum Entropy RL via Kinetic Energy Regularized Bridge Matching	Lei Lv, Yunfei Li, Yu Luo, Fuchun Sun, Xiao Ma	arXiv 2026	2026	4.4	https://arxiv.org/abs/2602.12829		FLAC：把最大熵 RL 写成相对高熵参考过程（如均匀）的广义 SB，用速度场动能惩罚代替不可得的动作 log 密度，实现免似然的生成式策略熵正则。	arxiv_scan_2026-09
2603.21621	Path-Space Mirror Descent for On-Policy Reinforcement Learning under the Generalized Schrödinger Bridge	Yuehu Gong, Zeyuan Wang, Yulin Chen, Shutong Ding, Qingyuan Zhou, Yanwei Fu	arXiv 2026	2026	4.4	https://arxiv.org/abs/2603.21621		GSB-MDPO：把 on-policy 生成式策略优化写成状态条件生成路径上的广义 SB，用路径空间镜像下降替代依赖动作似然的 PPO 式近端更新。	arxiv_scan_2026-09
2605.02973	Structured Diffusion Bridges: Inductive Bias for Denoising Diffusion Bridges	Eitan Kosman, Gabriele Serussi, Chaim Baskin	ICML 2026	2026	2.2	https://arxiv.org/abs/2605.02973		Structured Diffusion Bridges：刻画模态翻译可行解空间并用对齐约束收窄，成对监督降为可选启发；unpaired / 半配对 / 配对三种监督下表现一致，接近全配对质量。	arxiv_scan_2026-09
2605.10917	Optimal and Scalable MAPF via Multi-Marginal Optimal Transport and Schrödinger Bridges	Usman A. Khan, Joseph W. Durham	ICML 2026 (Spotlight)	2026	4.4	https://arxiv.org/abs/2605.10917		把匿名多智能体寻路（MAPF）写成带 Markov 结构的多边缘 OT，指数规模坍缩为多项式 LP 且全单模；大规模时用 SB 概率化，化为可迭代求解的熵正则 MMOT。	arxiv_scan_2026-09
2606.04265	Nonlocal Mean Field Schrödinger Bridge with Learned Interactions	Daisuke Inoue, Dante Kalise, Mathieu Laurière	arXiv 2026	2026	2.3	https://arxiv.org/abs/2606.04265		非局部平均场 SB：用神经代理替代二次复杂度的非局部相互作用项，四阶段交替更新前/后向势与代理，给出 Grönwall 型稳定性界。	arxiv_scan_2026-09
2608.06893	PRISM: Principled Reference Identification for Schrodinger Bridge Model	Forouzan Fallah, Yezhou Yang	arXiv 2026	2026	2.2	https://arxiv.org/abs/2608.06893		PRISM：桥参考过程设计理论——刻画逐模态调度下仍可精确处理的时变高斯参考（瞬时协方差可交换），证明「不可见性原理」（精确 drift + 无限步下任何参考都恢复真后验），并在有限步预算下给出最优噪声谱 ∝ 传感器摧毁的信息谱。	arxiv_scan_2026-09
2509.23589	BridgeDrive: Diffusion Bridge Policy for Closed-Loop Trajectory Planning in Autonomous Driving	Shu Liu, Wenlin Chen, Weihao Li, Zheng Wang, Lijin Yang et al.	ICLR 2026	2026	4.4	https://arxiv.org/abs/2509.23589		BridgeDrive：锚点引导的 diffusion bridge 策略，把粗锚轨迹直接变换为上下文感知的精细规划，保持前向/反向过程一致性；面向自动驾驶闭环轨迹规划。	arxiv_scan_2026-09
2510.20819	Towards General Modality Translation with Contrastive and Predictive Latent Diffusion Bridge	Nimrod Berman, Omkar Joglekar, Eitan Kosman, Dotan Di Castro, Omri Azencot	NeurIPS 2025	2025	4.2	https://arxiv.org/abs/2510.20819		LDDBM：DDBM 的 latent 变量扩展，在共享 latent 空间学任意模态间的桥，不要求同维度、高斯源先验或模态专用架构。	arxiv_scan_2026-09
2604.10983	Energy-oriented Diffusion Bridge for Image Restoration with Foundational Diffusion Models	Jinhui Hou, Zhiyu Zhu, Junhui Hou	ICLR 2026	2026	4.1	https://arxiv.org/abs/2604.10983		E-Bridge：更短时域 + 从「退化图像与高斯噪声的熵正则混合点」起步的桥过程，理论上降低所需轨迹能量；借 consistency 模型学单步映射。	arxiv_scan_2026-09
2605.05889	DBMSolver: A Training-free Diffusion Bridge Sampler for High-Quality Image-to-Image Translation	Sankarshana Venugopal, Mohammad Mostafavi, Jonghyun Choi	CVPR 2026	2026	2.4	https://arxiv.org/abs/2605.05889	https://github.com/snumprlab/dbmsolver	DBMSolver：利用 DBM 的 SDE/ODE 半线性结构做指数积分器，免训练 1/2 阶求解器；NFE 最多减 5×，DIODE 20 NFE 下 FID 较二阶基线降 53%。	arxiv_scan_2026-09
2605.28962	Resolving Endpoint Underfitting in Diffusion Bridges via Noise Alignment	Yurong Gao, Zicheng Zhang, Congying Han, Tiande Guo, Xinmin Qiu	CVPR 2026	2026	2.2	https://arxiv.org/abs/2605.28962		NADB：发现按 score-matching 套路学桥会在 t→0 靶端欠拟合（输入与回归目标噪声水平差过大）；用均值网络给更干净的条件目标 + 噪声对齐映射修复。	arxiv_scan_2026-09
2608.29997	Discrete Diffusion Bridges for Spatiotemporally Aligned Image Translation and Generation	Xing Xie, Jiawei Liu, Shijun Zhou, Huijie Fan, Zhi Han et al.	ECCV 2026	2026	2.5	https://arxiv.org/abs/2608.29997		DDB：离散扩散桥解决标准离散扩散在图像翻译中的时空错位——混合吸收态（mask 与源 token 的随机混合）注入源先验，信息引导的解码顺序替代随机掩码。	arxiv_scan_2026-09
2602.05783	Distributional Reinforcement Learning with Diffusion Bridge Critics	Shutong Ding, Yimiao Zhou, Ke Hu, Mokai Pan, Shan Zhong et al.	arXiv 2026	2026	4.4	https://arxiv.org/abs/2602.05783		DBC：用 diffusion bridge 直接建模 Q 值的逆 CDF 做分布式 critic，聚焦被忽视的扩散 critic 而非策略。	arxiv_scan_2026-09
2510.26645	Curly Flow Matching for Learning Non-gradient Field Dynamics	Katarina Petrović, Lazar Atanackovic, Viggo Moro, Kacper Kapuśniak, İsmail İlkan Ceylan et al.	NeurIPS 2025	2025	2.6	https://arxiv.org/abs/2510.26645		Curly-FM：现有 flow / bridge matching 基于最小作用量只能学梯度场；Curly-FM 设计可学非梯度、周期性动力学（如 scRNA 细胞周期）的匹配目标。	arxiv_scan_2026-09
2603.14049	Schrödinger Bridge Over A Compact Connected Lie Group	Hamza Mahmood, Abhishek Halder, Adeel Akhtar	arXiv 2026	2026	2.3	https://arxiv.org/abs/2603.14049		紧致连通李群上的 SB：坐标无关的 SOC 表述，证明 Schrödinger 系统解的存在唯一并构造几何控制器；SO(2)/SO(3) 数值例。	arxiv_scan_2026-09
2604.06531	A Generalized Sinkhorn Algorithm for Mean-Field Schrödinger Bridge	Asmaa Eldesoukey, Yongxin Chen, Abhishek Halder	arXiv 2026	2026	2.3	https://arxiv.org/abs/2604.06531		平均场 SB 的广义 Sinkhorn：推广 Hopf–Cole 变换，设计 Sinkhorn 型递归解相应积分-PDE 系统，给出收敛保证（排斥/吸引相互作用数值例）。	arxiv_scan_2026-09
2605.11480	Efficient Adjoint Matching for Fine-tuning Diffusion Models	Jeongwoo Shin, Dongsoo Shin, Yuchen Zhu, Wei Guo, Yongxin Chen et al.	arXiv 2026	2026	3.2	https://arxiv.org/abs/2605.11480		Efficient AM：指出 AM 的两大开销（memoryless 动力学下的全轨迹随机模拟、逐轨迹反向 adjoint ODE）都源自预训练模型的非平凡 base drift，据此设计更省算的变体。	arxiv_scan_2026-09b
2605.00229	A unified perspective on fine-tuning and sampling with diffusion and flow models	Carles Domingo-Enrich, Yuanqi Du, Michael S. Albergo	arXiv 2026	2026	3.2	https://arxiv.org/abs/2605.00229		统一视角：把「从未归一化密度采样」与「reward 微调」都写成对 base 密度的指数倾斜，比较 SOC（adjoint / score matching）与非平衡热力学路线；给出偏差-方差分解（AM/AS 与 Novel Score Matching 梯度方差有限，Target/Conditional Score Matching 无界）与 lean adjoint ODE 的范数界。	arxiv_scan_2026-09b
2605.06583	Improved techniques for fine-tuning flow models via adjoint matching: a deterministic control pipeline	Zhengyi Guo, Jiayuan Sheng, David D. Yao, Wenpin Tang	arXiv 2026	2026	3.2	https://arxiv.org/abs/2605.06583		确定性 AM：把 flow 模型的偏好对齐写成速度场上的最优控制，直接向价值梯度诱导的目标回归；截断 adjoint 只算轨迹末段，并推广到非 KL 正则；SiT-XL/2 与 FLUX 实验。	arxiv_scan_2026-09b
2605.10759	Reinforce Adjoint Matching: Scaling RL Post-Training of Diffusion and Flow-Matching Models	Andreas Bergmeister, Stefanie Jegelka, Nikolas Nüsken, Carles Domingo-Enrich, Jakiw Pidstrigach	arXiv 2026	2026	3.2	https://arxiv.org/abs/2605.10759		Reinforce AM：证明 KL 正则 reward 最大化的最优生成过程只倾斜干净端点分布、噪声律不变，结合 AM 最优性条件与 REINFORCE 恒等式，把 RL 后训练保留为预训练式的回归结构，免去昂贵 SDE rollout 与 reward 梯度。	arxiv_scan_2026-09b
2601.14234	Q-learning with Adjoint Matching	Qiyang Li, Sergey Levine	arXiv 2026	2026	3.2	https://arxiv.org/abs/2601.14234		QAM：把「对参数化 Q 函数优化 diffusion/flow 策略」重写为带学习 critic 的 memoryless SOC，用 adjoint matching 利用 critic 的一阶信息而不反传多步去噪过程；连续动作 RL 的 TD 类算法。	arxiv_scan_2026-09b
2605.27079	Trust Region Q Adjoint Matching	Yonghoon Dong, Kyungmin Lee, Changyeon Kim, Jaehyuk Kim, Jinwoo Shin	arXiv 2026	2026	3.2	https://arxiv.org/abs/2605.27079		TRQAM：QAM 会放大病态 critic 的小误差导致崩溃；用投影对偶下降自适应控制与预训练 flow 策略间的路径空间 KL（优化 SOC 中的信赖域参数 λ），稳定 off-policy 微调。	arxiv_scan_2026-09b
2605.06156	Entropy-Regularized Adjoint Matching for Offline Reinforcement Learning	Abdelghani Ghanem, Mounir Ghogho	arXiv 2026	2026	3.2	https://arxiv.org/abs/2605.06156		ME-AM：QAM 受限于固定行为分布带来的流行度偏差与支撑绑定；最大熵 adjoint matching 在离线 RL 中放开对低密度高回报动作的抑制，避免退回单峰残差高斯策略。	arxiv_scan_2026-09b
2606.22630	Scalable Maximum Entropy Reinforcement Learning for Diffusion Policies via Adjoint Matching	Serge Thilges, Onur Celik, Denis Blessing, Emiliyan Gospodinov, Gerhard Neumann	arXiv 2026	2026	3.2	https://arxiv.org/abs/2606.22630		用 adjoint matching 做在线最大熵 RL 的 diffusion 策略优化：simulation-free、无需显式似然或反传去噪过程，并给出若干稳定性扩展。	arxiv_scan_2026-09b
2605.30920	Unsupervised Diffusion Solver for Combinatorial Optimization via Combinatorial Adjoint Matching	Shengyu Feng, Tarun Suresh, Yiming Yang	ICML 2026	2026	3.2	https://arxiv.org/abs/2605.30920		CAM：把扩散式组合优化写成 CTMC 上的随机控制，引入离散 adjoint 动力学在离散生成轨迹上传播优化信号，实现无监督（无需近优解标签）训练的离散扩散求解器。	arxiv_scan_2026-09b
2604.06675	A Sample-Wise Adjoint Regression Framework for Mean-Field Control with Connections to Adjoint Matching	Hui Sun	arXiv 2026	2026	3.2	https://arxiv.org/abs/2604.06675		平均场控制的样本级 adjoint 回归：不显式求解 adjoint 过程 (Y,Z)，而是构造其离散化的无偏样本估计并递归回归近似 Hamiltonian 控制梯度——与 adjoint matching 的「回归而非反传」思路同源。	arxiv_scan_2026-09b
2509.26364	Data-to-Energy Stochastic Dynamics	Kirill Tamogashev, Esmeralda S. Whitammer	ICLR 2026	2026	3.1	https://arxiv.org/abs/2509.26364		Data-to-Energy：现有 SB 算法都要求两端有样本；本文处理一端只有样本、另一端只有能量的设定，学从数据到能量定义分布的随机动力学。	arxiv_scan_2026-09b
2510.03824	Proximal Diffusion Neural Sampler	Wei Guo, Jaemoo Choi, Yuchen Zhu, Molei Tao, Yongxin Chen	ICLR 2026	2026	3.3	https://arxiv.org/abs/2510.03824		PDNS：把神经采样器训练视为路径测度上的 SOC，用近端点法（proximal point）处理多峰高能垒目标的模式塌缩。	arxiv_scan_2026-09b
2602.05961	Discrete diffusion samplers and bridges: Off-policy algorithms and applications in latent spaces	Arran Carter, Sanghyeok Choi, Kirill Tamogashev, Víctor Elvira, Esmeralda S. Whitammer	ICML 2026	2026	2.5	https://arxiv.org/abs/2602.05961	https://github.com/mmacosha/offpolicy-discrete-diffusion-samplers-and-bridges	离散扩散采样器与桥的 off-policy 训练：把连续空间扩散采样器的 off-policy 算法推到离散空间，并应用于离散 latent 空间上的 data-to-energy SB。	arxiv_scan_2026-09b
2605.21722	MetaDNS: Enhancing Exploration in Discrete Neural Samplers via Well-Tempered Metadynamics	Xiaochen Du, Juno Nam, Jaemoo Choi, Wei Guo, Sathya Edamadaka et al.	ICML 2026	2026	3.1	https://arxiv.org/abs/2605.21722		MetaDNS：MDNS 类离散神经采样器在高能垒间模式塌缩；把 well-tempered metadynamics 的自适应历史依赖偏置接进离散扩散/自回归采样器，用于自由能估计与相变（WT-ASBS 的离散对应）。	arxiv_scan_2026-09b
2512.21829	Tilt Matching for Scalable Sampling and Fine-Tuning	Peter Potaptchik, Cheuk-Kit Lee, Michael S. Albergo	arXiv 2025	2025	3.1	https://arxiv.org/abs/2512.21829		Tilt Matching：由「flow matching 速度」与「reward 倾斜后目标的速度」之间的动力学方程出发隐式解 SOC，同时服务于未归一化密度采样与生成模型微调；新速度是比 flow matching 方差更低的目标的极小点。	arxiv_scan_2026-09b
2606.28785	Stochastic Optimal Control Sampling for Diffusion Inverse Problems	Jie Zhang, Youmei Qiu, Hanling Tian, Jingyuan Zhang, Xiang Yin, Xiaolin Huang	ECCV 2026	2026	4.1	https://arxiv.org/abs/2606.28785		SOCS：把去噪过程看作动力系统、用 SOC 注入控制信号引导采样轨迹贴合观测，避免此前 SOC 逆问题方法对整条轨迹优化的高开销。	arxiv_scan_2026-09b
2509.25171	TR2-D2: Tree Search Guided Trajectory-Aware Fine-Tuning for Discrete Diffusion	Sophia Tang, Yuchen Zhu, Molei Tao, Pranam Chatterjee	arXiv 2025	2025	3.2	https://arxiv.org/abs/2509.25171		TR2-D2：SOC 式离散扩散微调依赖当前模型 rollout、易强化低回报轨迹；用树搜索引导的轨迹感知微调筛选高回报路径。	arxiv_scan_2026-09b
2512.05251	One-Step Diffusion Samplers via Self-Distillation and Deterministic Flow	Pascal Jutras-Dube, Jiaru Zhang, Ziran Wang, Ruqi Zhang	AISTATS 2026	2026	3.3	https://arxiv.org/abs/2512.05251		一步扩散采样器：学步长条件化的 ODE，用状态空间一致性损失让一大步复现多小步轨迹；并指出常规 ELBO 估计在少步下失真。	arxiv_scan_2026-09b
2606.27361	Autoregressive Boltzmann Generators	Danyal Rehman, Charlie B. Tan, Yoshua Bengio, Avishek Joey Bose, Alexander Tong	ICML 2026 (Spotlight)	2026	3.3	https://arxiv.org/abs/2606.27361		自回归 Boltzmann 生成器：BG 依赖精确似然 + 重要性采样校正，但归一化流受可逆性或似然代价限制；改用自回归模型作为骨干。	arxiv_scan_2026-09b
2601.21026	Diffusion-based Annealed Boltzmann Generators : benefits, pitfalls and hopes	Louis Grenioux, Maxence Noble	TMLR 2026	2026	3.3	https://arxiv.org/abs/2601.21026		基于退火 MC 的扩散式 Boltzmann 生成器：分析其相对重要性采样 BG 的收益、陷阱与前景（高维多峰、无需 tractable 似然）。	arxiv_scan_2026-09b
2602.03729	Efficient Training of Boltzmann Generators Using Off-Policy Log-Dispersion Regularization	Henrik Schopmans, Christopher von Klitzing, Pascal Friederich	arXiv 2026	2026	3.3	https://arxiv.org/abs/2602.03729		Off-policy log-dispersion 正则（LDR）：推广 log-variance 目标，提高 Boltzmann 生成器在昂贵能量评估下的数据效率。	arxiv_scan_2026-09b
2602.10637	Coarse-Grained Boltzmann Generators	Weilong Chen, Bojun Zhao, Jan Eckwert, Julija Zavadlav	ICML 2026	2026	3.3	https://arxiv.org/abs/2602.10637		CG-BG：粗粒化代理可扩到更大系统但缺重加权保证渐近正确统计；给出带重加权的粗粒化 Boltzmann 生成器框架。	arxiv_scan_2026-09b
2606.29110	Few-Step Boltzmann Generators via Scalable Likelihood Flow Maps	RuiKang OuYang, Hanlin Yu, Xinyue Ai, Yutong He, Nicholas M. Boffi et al.	arXiv 2026	2026	3.3	https://arxiv.org/abs/2606.29110		SCALLOP：少步 flow map 模型缺乏对应的少步似然估计；在 F2D2 基础上给出可扩展的似然蒸馏，替代高方差的 Hutchinson 估计，得到少步 Boltzmann 生成器。	arxiv_scan_2026-09b
2608.19116	JANUS: A Multi-modal Foundation Neural Sampler for Disordered Materials	Denis Blessing, Mouyang Cheng, Maximilian Schebek, Jutta Rogal, Mingda Li et al.	arXiv 2026	2026	3.3	https://arxiv.org/abs/2608.19116		JANUS：耦合连续与 masked 离散扩散的多模态神经采样器（等变 GNN），仅由能量评估训练；Ising 与等压 ΔμNPT 合金系统上以少三个量级的能量评估复现 MC 平衡观测量与自由能。	arxiv_scan_2026-09b
2604.05303	Jeffreys Flow: Robust Boltzmann Generators for Rare Event Sampling via Parallel Tempering Distillation	Guang Lin, Christian Moya, Di Qi, Xuda Ye	arXiv 2026	2026	3.3	https://arxiv.org/abs/2604.05303		Jeffreys Flow：反向 KL 训练的 BG 常模式塌缩；用对称 Jeffreys 散度蒸馏平行回火轨迹的经验数据，兼顾局部精度与全局模态覆盖。	arxiv_scan_2026-09b
2510.11711	Reinforced sequential Monte Carlo for amortised sampling	Sanghyeok Choi, Sarthak Mittal, Víctor Elvira, Jinkyoo Park, Esmeralda S. Whitammer	ICML 2026	2026	3.3	https://arxiv.org/abs/2510.11711	https://github.com/hyeok9855/ReinforcedSMC	Reinforced SMC：建立序贯蒙特卡洛与最大熵 RL 训练的神经序贯采样器之间的联系（策略/价值 ↔ proposal/twist），用 SMC 样本作为行为策略做 off-policy 训练。	arxiv_scan_2026-09b
2606.05327	Multimarginal flow matching with optimal transport potentials	Raghav Kansal, David Crair, Nghia Nguyen, Scott Pope, Bradley Parry	ICML 2026	2026	2.6	https://arxiv.org/abs/2606.05327		多边缘 flow matching：借 FM ↔ 动态 OT 的联系，在动态 OT 作用量里加势项把流「软」引向中间边缘，得到 simulation-free 的多边缘算法——与 MSBM/MMtSBM 的 IMF 路线形成对照。	arxiv_scan_2026-09b
